Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Naver Smart Store URL (product.metafields.custom.naver_smart_store_url),색상 (product.metafields.shopify.color-pattern),추천 추가 상품 (product.metafields.shopify--discovery--product_recommendation.complementary_products),관련 제품 (product.metafields.shopify--discovery--product_recommendation.related_products),관련 제품 설정 (product.metafields.shopify--discovery--product_recommendation.related_products_display),검색 제품 상단 노출 (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
small-main-plate-메인-요리-작은-접시,Small Main Plate,"<p>A small main plate for desserts, side dishes, light meals, or a cup and bowl pairing. The raised rim gives food a gentle frame, while the footed base adds stability and a quiet sense of form. Made in Korea.</p>
<!---->",bunnar,Uncategorized,Plate,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/47.jpg?v=1748482381,1,bunnar Small Main Plate — Korean-made Korean ceramic,false,Small Main Plate | bunnar Ceramic Tableware — Made in Korea,"A ceramic main course plate from bunnar. Clean flat rim design, Korean-made in Korea. Part of the modular bunnar tableware system for restaurant and home use.",https://smartstore.naver.com/bunnar/products/4841158010,,,,,,,g,,,active
lid-mini-plate-리드-미니-플레이트,"Lid, Mini Plate","<p><meta charset=""utf-8"">A small porcelain plate designed to work as both a lid and a mini plate. It fits Bunnar’s Cappuccino, Cafe Standard, and Americano cups, helping keep drinks warm and the table clean. It can also hold small desserts, fruit, jewelry, coins, or desk objects. Made in Korea.<br></p>",bunnar,Uncategorized,Plate,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/32.jpg?v=1748482377,1,bunnar Mini Plate / Lid — Korean-made Korean ceramic,false,Mini Plate | bunnar Ceramic Tableware — Made in Korea,A small ceramic plate designed as a lid or side dish. Pairs with bunnar taster cups and bowls. Korean-made in Korea.,https://smartstore.naver.com/bunnar/products/4841147710,,,,,,,g,,,active
cafe-latte-cup-카페라떼-컵-270ml-9oz,Cafe Latte Cup,"<p>A wide, low porcelain cup made for café latte, milk foam, tea, yogurt, cereal, or simple desserts. The open shape lets hot drinks cool gently and makes the cup feel relaxed and generous on the table. It pairs with Bunnar’s Mini Plate L as a lid or saucer. Made in Korea.</p>
<!---->",bunnar,Uncategorized,latte,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,18.50,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/05-2.jpg?v=1748482375,1,"bunnar Cafe Latte Cup — Korean-made Korean ceramic, 270ml / 9oz",false,Cafe Latte Cup 270ml | bunnar Ceramic Coffeeware — Made in Korea,"A 270ml / 9oz latte cup with a wide bowl form for latte art. Hand-finished in Korea. Suitable for specialty cafes, wholesale supply, and everyday use.",https://smartstore.naver.com/bunnar/products/4841141262,,,,,,,kg,,,active
americano-cup-아메리카노-컵-300ml-10oz,Americano Cup,"<p>A 300ml porcelain cup for Americano, brewed coffee, tea, and generous everyday drinks. Designed for easy stacking with Bunnar’s Cappuccino and Cafe Standard cups, it also pairs with the Mini Plate as a lid or saucer. A practical cup for home, café, and office use. Made in Korea.</p>",bunnar,Uncategorized,Americano Cup,"10oz, 300ml, americano, americano cup, bunnar, cafe supply, ceramic, coffee cup, coffeeware, korean ceramics",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,17.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/04-2.jpg?v=1748482368,1,"bunnar Americano Cup — Korean-made ceramic, 300ml / 10oz",false,Americano Cup 300ml | bunnar Ceramic Coffeeware — Made in Korea,A 300ml / 10oz americano cup with a refined cylindrical form. Made in Korea with Class A surface quality. Designed for daily cafe use and wholesale orders.,https://smartstore.naver.com/bunnar/products/4841136933,shopify--color-pattern-owe1zjbd; shopify--color-pattern-iacxhau5; shopify--color-pattern-fqb9cocy; shopify--color-pattern-z1avk6xz; shopify--color-pattern-alfupr9q; shopify--color-pattern-ynbb4gei,,,,,,g,,,active
americano-cup-아메리카노-컵-300ml-10oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/04-1.jpg?v=1778481214,2,"",,,,,,,,,,,,,,
americano-cup-아메리카노-컵-300ml-10oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/04-3.jpg?v=1778481214,3,"",,,,,,,,,,,,,,
cappuccino-cup-카푸치노-컵-190ml-6-5oz,Cappuccino Cup,"<p>A 190ml porcelain cup made for cappuccino, hand-drip coffee, and everyday drinks. Designed with a practical size for cafés and homes, it stacks neatly with Bunnar’s Cafe Standard and Americano cups and pairs with the Mini Plate as a lid or saucer. Made in Korea.</p>",bunnar,Uncategorized,Cappuccino Cup,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,16.50,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/03-2_9cca3263-c53b-439e-b496-a26686d40867.jpg?v=1748482360,1,"bunnar Cappuccino Cup — Korean-made Korean ceramic, 190ml / 6.5oz",false,Cappuccino Cup 190ml | bunnar Ceramic Coffeeware — Made in Korea,"A 190ml / 6.5oz cappuccino cup with a wide open rim, designed to showcase latte art. Hand-finished in Korea with a smooth, consistent surface.",https://smartstore.naver.com/bunnar/products/4841132733,,,,,,,kg,,,active
flat-white-cup-플랫-화이트-컵-150ml-5oz,Flat White Cup,"<p>A 180ml porcelain cup for flat white, milk coffee, and light everyday drinks. Compact but comfortable, it is easy to use at home, in cafés, or with capsule coffee machines. A quiet daily cup for coffee lovers. Made in Korea.</p>",bunnar,Uncategorized,180ml,"180ml, cup, Flatwhite, Porcelain",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,16.50,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/02-2.jpg?v=1748482354,1,"bunnar Flat White Cup — Korean-made Korean ceramic, 180ml / 6oz",false,Flat White Cup 180ml | bunnar Ceramic Coffeeware — Made in Korea,A 180ml / 6oz flat white cup with a clean tapered form. Korean-made in Korea with consistent Class A surface finish. Designed for specialty cafes and wholesale supply.,https://smartstore.naver.com/bunnar/products/4841130073,,,,,,,kg,,,active
flat-white-cup-플랫-화이트-컵-150ml-5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/02-3.jpg?v=1778480755,2,"",,,,,,,,,,,,,,
flat-white-cup-플랫-화이트-컵-150ml-5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/02-4.jpg?v=1778480756,3,"",,,,,,,,,,,,,,
espresso-cup-에스프레소-컵-75ml-2-5oz,Espresso Cup,"<p>A small porcelain cup for espresso and double espresso. Its compact shape is based on the Flat White Cup, scaled down for a quiet and focused coffee moment. Also suitable for capsule coffee machines. Made in Korea.</p>",bunnar,Uncategorized,Espresso Cup,"bunnar, cafe supply, ceramic, coffee cup, coffeeware, espresso, espresso cup, korean ceramics, small cup",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,11.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/01-2.jpg?v=1748482347,1,"bunnar Espresso Cup — Korean-made ceramic, 75ml",false,Espresso Cup | bunnar Ceramic Coffeeware — Made in Korea,A precision-crafted 75ml espresso cup from bunnar. Made in Korea with Class A surface quality. Designed for specialty coffee bars and discerning home baristas.,https://smartstore.naver.com/bunnar/products/4841116788,shopify--color-pattern-ynbb4gei; shopify--color-pattern-alfupr9q; shopify--color-pattern-z1avk6xz; shopify--color-pattern-fqb9cocy; shopify--color-pattern-iacxhau5; shopify--color-pattern-2z01p7ie,,,,,,g,,,active
espresso-cup-에스프레소-컵-75ml-2-5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/01-1.jpg?v=1778480571,2,"",,,,,,,,,,,,,,
espresso-cup-에스프레소-컵-75ml-2-5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/01-3.jpg?v=1778480571,3,"",,,,,,,,,,,,,,
